"tenure","n.adults","n.children","premium","len.at.res","ni.age","year","claim.ind","ni.marital.status","ni.gender","sales.channel","coverage.type","dwelling.type","credit","house.color","zip.code","cancel","id"
13,4,1,992.6262149,17,51,0,"0","1","F","Broker","B","House","medium","yellow","8",0,3791
11,4,2,859.9422936,22,62,0,"0","1","F","Broker","C","House","medium","white","8",1,3792
5,2,1,914.0234008,22,31,0,"0","1","M","Phone","A","Tenant","high","blue","1",0,3793
13,1,0,809.1129015,18,39,0,"0","0","M","Phone","A","House","medium","white","5",0,3794
12,1,0,992.1002897,16,45,0,"1","1","M","Broker","B","House","medium","blue","8",0,3795
17,1,0,842.6756438,12,39,0,"0","1","M","Broker","C","Condo","high","white","8",0,3796
22,1,3,943.7610046,12,65,0,"0","1","F","Broker","C","House","high","yellow","8",0,3797
19,2,4,976.8948665,11,62,0,"0","1","F","Broker","A","House","high","blue","8",0,3798
11,2,3,886.2429996,14,43,0,"0","1","F","Broker","A","House","medium","white","5",1,3799
11,1,10,790.7546098,10,58,0,"0","1","M","Broker","B","House","high","white","2",0,3800
24,2,0,1106.533881,13,51,0,"0","1","F","Phone","A","House","medium","white","8",0,3801
16,1,1,809.696572,11,45,0,"0","1","M","Online","A","House","high","red","8",0,3802
24,2,2,919.0189163,18,56,0,"0","1","M","Phone","C","House","high","white","5",0,3803
14,1,0,849.8474589,13,38,0,"0","0","M","Broker","C","House","high","red","5",0,3804
17,4,0,887.1567866,17,41,0,"0","0","M","Phone","A","Condo","low","yellow","8",1,3805
11,1,1,885.6278102,17,47,0,"0","1","F","Broker","A","Tenant","low","red","8",1,3806
7,2,0,997.4569595,18,38,0,"0","1","F","Broker","B","House","high","blue","5",0,3807
13,1,4,1099.33314,12,38,0,"0","1","M","Broker","C","House","high","white","5",0,3808
3,1,0,841.2598933,18,24,0,"0","0","M","Online","C","Tenant","medium","blue","8",0,3809
21,2,7,967.8227842,17,43,0,"0","1","M","Broker","A","Condo","medium","white","2",1,3810
4,3,1,846.2312978,6,35,0,"0","1","F","Broker","A","House","medium","white","8",0,3811
18,3,4,776.7563803,27,44,0,"0","1","M","Broker","B","Tenant","medium","yellow","8",1,3812
21,1,7,1030.109951,12,48,0,"1","1","M","Phone","A","House","high","red","5",0,3813
20,1,5,1091.207848,15,50,0,"1","1","M","Phone","A","Tenant","high","blue","8",1,3814
0,2,NA,788.952847,15,21,0,"0","0","F","Online","B","House","high","blue","5",0,3815
0,2,0,954.9705649,8,38,0,"0","1","F","Broker","C","House","high","red","1",0,3816
4,1,0,849.6329321,12,31,0,"1","1","F","Broker","B","Tenant","high","white","9",0,3817
9,5,0,936.4435076,16,46,0,"0","1","M","Broker","B","Condo","high","white","8",0,3818
3,4,1,851.752632,16,27,0,"0","1","F","Phone","B","House","medium","white","5",0,3819
14,1,0,895.2271708,13,42,0,"1","0","F","Broker","C","Tenant","medium","white","5",0,3820
18,2,0,956.6809995,17,48,0,"0","0","F","Broker","A","Tenant","medium","white","8",0,3821
14,2,0,813.1371038,17,49,0,"0","0","M","Broker","C","House","medium","blue","5",0,3822
23,1,4,916.0884057,26,42,0,"0","1","M","Broker","B","Condo","medium","yellow","8",1,3823
16,2,0,797.7348273,10,42,0,"1","1","M","Phone","A","Tenant","medium","blue","8",0,3824
16,4,6,998.3871319,12,45,0,"0","1","F","Broker","C","House","high","blue","9",0,3825
13,1,1,834.7121891,16,48,0,"0","1","M","Phone","C","Condo","high","white","8",0,3826
11,5,0,966.9990494,12,62,0,"0","0","F","Broker","C","House","low","blue","5",0,3827
7,3,0,792.8693311,13,36,0,"0","1","F","Broker","B","Condo","high","blue","8",0,3828
14,4,3,1071.225308,13,51,0,"0","1","M","Broker","C","Condo","high","red","2",0,3829
23,1,0,848.0928388,10,48,0,"0","0","F","Broker","C","Tenant","high","white","8",0,3830
13,3,0,853.4351814,18,39,0,"0","1","M","Phone","B","House","high","red","1",0,3831
12,3,1,908.3251323,15,50,0,"1","1","F","Broker","A","House","medium","white","5",0,3832
6,2,1,802.8225291,12,27,0,"0","1","M","Broker","A","Condo","high","red","5",0,3833
15,3,2,862.189065,14,42,0,"0","1","F","Phone","A","Tenant","medium","white","9",1,3834
5,3,1,954.010653,17,29,0,"1","0","F","Broker","A","Tenant","low","white","8",1,3835
4,6,9,980.0484225,23,34,0,"0","1","F","Broker","C","House","high","white","8",0,3836
5,1,0,1007.324633,13,34,0,"0","0","M","Phone","C","House","high","white","8",1,3837
16,2,6,939.66343,11,61,0,"0","1","F","Broker","C","House","medium","red","5",1,3838
13,1,0,929.7489288,19,56,0,"0","0","F","Broker","B","House","high","blue","5",1,3839
6,2,8,889.4882302,18,32,0,"0","1","M","Phone","A","House","high","white","5",0,3840
18,2,1,860.5425226,18,42,0,"1","1","M","Phone","B","Condo","low","blue","8",1,3841
5,2,3,808.0259989,18,23,0,"0","1","F","Broker","C","House","low","red","8",0,3842
18,2,5,805.9579164,13,52,0,"0","1","M","Broker","A","House","high","white","1",0,3843
5,2,6,921.138956,16,33,0,"0","1","M","Phone","C","Tenant","low","yellow","1",0,3844
4,1,0,915.1991656,15,28,0,"0","0","M","Broker","B","House","high","blue","8",0,3845
8,4,3,773.5661404,8,28,0,"0","1","M","Broker","B","House","medium","red","8",1,3846
13,2,0,1025.967684,20,49,0,"1","1","F","Broker","C","Condo","low","white","9",0,3847
18,1,0,820.4027104,15,46,0,"0","0","F","Broker","C","House","high","white","9",0,3848
11,1,0,957.7094167,13,39,0,"0","1","M","Broker","A","Tenant","high","blue","1",0,3849
5,2,7,852.4381865,25,30,0,"1","1","M","Phone","A","House","high","yellow","5",0,3850
14,2,2,817.622754,17,53,0,"0","1","F","Phone","C","House","high","red","8",1,3851
8,2,1,883.4104963,17,49,0,"0","1","F","Phone","C","Tenant","high","red","5",0,3852
11,2,1,979.7585935,10,50,0,"0","1","F","Phone","B","Condo","high","white","5",0,3853
3,4,2,957.6836563,14,26,0,"0","1","F","Phone","B","House","low","white","1",0,3854
0,1,0,1019.690416,21,25,0,"0","0","M","Broker","C","Condo","medium","red","5",0,3855
16,2,0,900.8806175,18,46,0,"0","1","F","Broker","B","House","medium","yellow","9",0,3856
16,2,1,929.6285916,18,46,0,"0","1","F","Phone","A","House","high","white","8",0,3857
8,1,2,850.6746931,15,35,0,"0","1","F","Phone","C","House","high","white","8",0,3858
11,1,1,1003.355636,13,37,0,"0","1","M","Phone","C","Condo","low","yellow","9",0,3859
11,5,0,860.3897264,16,46,0,"1","0","F","Phone","C","Tenant","high","red","8",0,3860
16,1,0,934.6943188,13,42,0,"0","0","F","Broker","B","House","high","white","8",1,3861
9,1,6,951.4256107,16,38,0,"0","1","M","Broker","A","Condo","high","blue","9",0,3862
17,2,2,840.4771264,17,41,0,"1","1","M","Phone","B","Condo","medium","red","8",1,3863
18,1,0,801.594757,12,51,0,"0","1","M","Phone","A","House","high","blue","5",0,3864
3,3,0,946.0037264,20,25,0,"0","0","M","Broker","C","Condo","low","white","9",0,3865
14,3,2,1031.823117,16,69,0,"0","1","F","Broker","A","Condo","high","white","5",0,3866
13,3,0,942.4505397,19,51,0,"0","1","M","Phone","C","House","high","yellow","5",0,3867
7,1,0,1055.868465,18,37,0,"0","1","M","Online","A","House","high","yellow","8",0,3869
17,1,6,796.6469474,18,48,0,"1","1","F","Broker","A","Condo","high","red","8",0,3870
10,1,0,943.1909171,15,53,0,"1","0","M","Broker","C","Condo","high","white","1",0,3871
15,1,1,1065.532303,14,48,0,"0","1","M","Online","C","House","high","white","8",0,3872
18,1,0,802.8445526,24.93394521,47,0,"0","0","F","Broker","A","House","medium","yellow","5",0,3873
12,3,9,1053.692567,11,53,0,"0","1","F","Broker","A","House","high","blue","5",1,3874
10,1,0,1109.988597,21,45,0,"0","0","M","Broker","B","House","high","red","8",0,3875
20,1,4,795.6672694,20,48,0,"0","1","M","Broker","A","House","high","red","9",0,3876
19,3,0,886.591391,20,45,0,"0","1","F","Online","C","Tenant","low","white","8",1,3877
6,3,1,902.9134289,20,34,0,"0","1","M","Phone","C","Condo","medium","white","5",1,3878
8,3,1,1066.216268,20,38,0,"0","1","M","Broker","A","Condo","low","yellow","9",0,3879
11,1,1,906.5348103,20,49,0,"0","1","M","Broker","B","Tenant","high","blue","5",0,3880
18,6,2,935.0031857,10,59,0,"1","1","F","Broker","C","House","high","red","8",0,3881
20,2,2,858.5605072,10,43,0,"0","1","M","Broker","A","Condo","medium","blue","5",1,3882
12,1,0,1006.519352,17,53,0,"0","0","M","Broker","A","House","high","blue","5",0,3883
5,5,0,1033.623411,13,36,0,"0","1","F","Broker","C","Condo","high","white","2",0,3884
13,2,5,860.180432,22,55,0,"0","1","F","Phone","C","House","high","blue","8",0,3885
20,2,0,981.8281959,18,45,0,"0","1","M","Broker","C","House","medium","red","8",0,3886
9,2,1,897.4065333,17,43,0,"0","1","F","Broker","A","House","high","yellow","1",0,3887
10,5,1,870.437711,7,57,0,"0","1","M","Broker","C","House","high","white","8",0,3888
4,4,0,930.6675663,16,32,0,"0","1","M","Broker","A","House","high","yellow","8",0,3889
13,2,0,904.9324666,9,41,0,"0","0","M","Phone","A","Tenant","high","blue","8",0,3890
9,2,0,882.6943363,17,39,0,"0","0","M","Broker","C","Condo","medium","white","9",0,3891
18,1,3,850.6252993,14,58,0,"0","1","F","Phone","C","House","high","blue","8",0,3892
2,1,2,985.5847766,16,35,0,"0","1","F","Broker","C","House","high","white","1",0,3893
4,2,0,891.5388279,19,31,0,"0","0","F","Broker","A","Condo","medium","red","2",0,3894
5,3,8,880.0058153,9,35,0,"1","1","F","Broker","A","House","medium","white","9",1,3895
20,2,1,897.4362522,11,55,0,"0","0","M","Broker","B","House","high","yellow","1",0,3896
19,4,0,873.7416354,12,39,0,"0","0","F","Broker","B","House","high","white","8",0,3897
8,2,0,889.9389458,16,33,0,"0","0","M","Phone","C","House","high","yellow","5",0,3898
2,1,5,929.9696221,14,24,0,"1","1","M","Phone","C","Tenant","low","red","1",0,3899
8,2,3,769.343969,15,26,0,"1","1","M","Broker","C","Condo","medium","blue","5",0,3900
11,1,0,818.0346105,10,54,0,"0","0","M","Broker","C","House","medium","blue","1",0,3901
7,1,3,947.0503287,16,42,0,"1","1","F","Phone","A","Condo","medium","white","8",1,3902
2,1,0,932.9843782,14,22,0,"0","0","F","Online","C","Tenant","low","white","8",1,3903
4,1,0,975.7466064,11,33,0,"0","1","M","Broker","C","House","high","white","9",0,3904
14,2,1,882.8584187,19,48,0,"1","1","M","Broker","C","Tenant","high","blue","8",0,3905
16,1,2,884.227774,16,43,0,"0","1","M","Broker","C","House","high","white","8",0,3906
14,5,4,952.5052949,16,37,0,"1","1","F","Online","A","Tenant","high","blue","8",0,3907
22,1,0,849.2729226,9,57,0,"0","0","F","Broker","A","House","high","yellow","5",0,3908
12,2,7,931.0984074,17,56,0,"0","1","F","Broker","A","House","high","yellow","1",0,3909
20,1,0,885.7703846,14,52,0,"1","1","M","Broker","C","House","high","white","2",0,3910
14,3,1,972.0355795,20,44,0,"0","1","M","Phone","A","Tenant","medium","blue","8",1,3911
18,4,0,854.1597539,8,54,0,"0","1","M","Broker","A","House","high","red","9",0,3912
9,3,1,843.0572121,15,57,0,"0","1","M","Broker","C","House","high","yellow","9",0,3913
10,2,1,970.7518413,12,NA,0,"0","1","M","Phone","B","House","low","red","8",1,3914
8,2,1,877.1724811,15,62,0,"0","1","M","Broker","C","House","high","white","8",0,3915
12,1,0,910.8933217,16,39,0,"0","0","F","Broker","B","Condo","medium","red","8",0,3916
5,3,3,918.8061669,16,27,0,"0","1","F","Broker","B","Tenant","high","red","1",0,3917
14,3,6,1100.972173,24,54,0,"0","1","M","Broker","C","House","high","white","8",0,3918
20,1,0,989.6206632,10,56,0,"0",NA,"F","Broker","C","House","high","red","2",0,3919
19,2,3,959.8812309,17,67,0,"0","1","M","Phone","A","House","high","white","5",0,3920
5,3,6,860.1640468,3.906990282,33,0,"0","1","F","Broker","C","Condo","high","white","9",0,3921
13,3,5,944.801764,14,53,0,"0","1","M","Broker","C","House","high","white","8",0,3922
0,6,0,901.2104482,13,37,0,"0","0","F","Broker","C","House","high","blue","8",0,3923
15,2,1,929.2773206,14,45,0,"0","1","F","Phone","B","Condo","high","white","1",0,3924
13,3,0,907.7558348,20,40,0,"1",NA,"M","Broker","C","House","medium","blue","5",0,3925
5,1,0,753.2173441,15,35,0,"0","0","M","Phone","B","House","medium","blue","5",1,3926
11,3,4,1006.475,17,50,0,"1","1","M","Phone","A","Condo","high","white","8",0,3927
4,1,0,816.6347205,20,35,0,"0","0","F","Broker","C","Tenant","high","blue","2",0,3928
15,3,2,940.1650929,21,42,0,"0","1","M","Broker","C","Condo","low","white","9",0,3929
14,2,1,816.2103599,12,40,0,"0","1","M","Online","A","House","medium","white","8",1,3930
6,1,1,830.8710176,9,28,0,"1","0","F","Phone","B","Condo","high","blue","8",1,3931
8,2,0,928.2496468,18,38,0,"0","1","M","Phone","C","House","high","white","5",0,3932
22,2,3,926.1613894,17,63,0,"0","1","F","Phone","A","Tenant","high","white","9",0,3933
15,1,0,850.5732232,20,58,0,"0","0","F","Broker","A","House","high","blue","1",0,3934
18,2,0,893.9989501,16,53,0,"0","0","M","Broker","B","House","high","white","5",1,3935
6,1,1,774.2437149,11,26,0,"0","1","M","Broker","A","Condo","low","white","9",1,3936
9,2,11,1103.910843,12,40,0,"1","1","M","Phone","C","Condo","medium","blue","8",1,3937
20,1,3,940.7452633,11,46,0,"0","1","F","Broker","A","House","high","white","1",0,3938
16,3,1,775.9322424,11,44,0,"0","1","M","Broker","B","Tenant","medium","white","1",0,3939
6,2,0,1018.686305,17,24,0,"0","0","F","Online","A","Tenant","high","blue","5",0,3940
24,1,2,847.4283152,13,52,0,"0","1","M","Broker","C","House","high","red","1",0,3941
4,1,2,909.9426976,16,32,0,"0","0","F","Phone","A","Condo","medium","red","5",0,3942
13,2,2,885.9793805,17,41,0,"1","1","M","Online","B","Tenant","high","yellow","9",1,3943
6,2,0,736.5526659,19,32,0,"0","1","F","Phone","C","Tenant","high","red","8",0,3944
5,1,0,970.4565915,16,24,0,"1","0","M","Online","C","Tenant","medium","white","8",1,3945
18,1,2,898.9375093,15,46,0,"0","0","M","Broker","C","Condo","high","white","8",0,3946
8,3,1,833.8452538,20,27,0,"0","0","M","Broker","A","House","medium","red","8",1,3947
18,2,0,919.5832464,21,55,0,"0","1","M","Phone","A","House","high","white","8",0,3948
23,3,0,861.9683114,27,48,0,"0","0","M","Phone","A","Tenant","high","white","2",1,3949
14,3,0,831.8937449,14,43,0,"0","0","M","Phone","B","House","low","red","5",0,3950
20,1,2,992.5941491,13,43,0,"1","1","M","Broker","A","House","medium","red","5",0,3951
10,1,5,945.9777584,10,47,0,"0","1","M","Broker","B","House","medium","white","9",0,3952
17,5,3,889.1263532,14,43,0,"1","1","F","Phone","C","House","high","red","8",1,3953
6,1,3,936.8844907,16,36,0,"0","1","M","Broker","C","House","high","white","1",0,3954
18,3,7,928.241488,24,54,0,"1","1","M","Broker","C","Condo","low","blue","8",1,3955
12,2,2,908.7248484,24,41,0,"1","1","M","Broker","C","House","high","blue","1",0,3956
14,3,2,921.4771672,14,56,0,"0","1","M","Broker","C","House","medium","blue","5",0,3957
2,1,0,862.8035879,20,25,0,"0","1","F","Broker","A","House","low","yellow","8",0,3958
5,2,7,866.6984446,7,32,0,"0","1","F","Broker","C","Tenant","high","red","8",0,3959
5,1,1,897.0363011,9,28,0,"1","1","F","Broker","A","Condo","low","white","9",0,3960
6,5,6,916.4891433,7,33,0,"0","1","M","Phone","C","Tenant","low","white","9",1,3961
20,3,2,900.7413913,16,50,0,"0","1","F","Broker","A","House","medium","white","1",0,3962
6,4,1,914.9231024,16,28,0,"0","1","F","Phone","B","Tenant","high","red","5",0,3963
18,3,3,880.3531663,15,40,0,"1","1","F","Broker","C","Condo","medium","blue","1",1,3964
14,2,0,927.5753113,14,51,0,"0","1","F","Broker","B","House","medium","white","8",0,3965
13,3,0,838.8131867,13,61,0,"0","0","F","Broker","A","House","high","red","1",0,3966
16,3,1,791.6869234,20,48,0,"0","1","F","Broker","A","House","low","blue","8",0,3967
14,3,4,920.6411159,13,47,0,"0","1","F","Phone","B","House","low","blue","8",1,3968
15,4,6,966.7381949,11,50,0,"1","1","F","Phone","C","Tenant","high","red","8",1,3969
15,1,0,916.7141899,13,81,0,"0","1","M","Online","B","Condo","high","white","8",0,3970
20,3,2,909.8347605,16,46,0,"0","0","F","Broker","C","House","high","white","8",0,3971
5,1,1,814.9206608,11,34,0,"0","0","F","Broker","C","Condo","low","white","8",1,3972
17,3,0,950.0571888,13,48,0,"0","1","M","Broker","A","Condo","high","blue","1",0,3973
25,2,0,897.3995761,6,51,0,"0","1","F","Broker","C","House","high","white","8",1,3974
8,1,1,921.75466,15,33,0,"0","1","M","Broker","C","House","high","white","5",0,3975
22,2,0,900.713867,18,71,0,"1","0","F","Phone","C","House","high","white","1",0,3976
22,3,0,802.77936,18,50,0,"0","1","M","Phone","C","House","low","white","8",1,3977
6,1,0,832.6484982,16,28,0,"0","0","M","Broker","C","Tenant","medium","red","8",1,3978
13,2,4,902.4494494,15,45,0,"0","1","M","Broker","B","Condo","high","white","8",0,3979
17,1,0,981.4277267,9,51,0,"1","0","M","Broker","C","House","medium","red","8",1,3980
4,3,3,928.4893623,18,36,0,"0","1","M","Online","A","Tenant","high","white","1",0,3981
11,1,7,908.9979112,16,68,0,"0","1","M","Broker","A","House","high","white","5",0,3982
16,2,1,916.4880029,4,38,0,"1","1","F","Phone","C","Condo","low","white","1",1,3983
3,1,3,963.7677216,14,34,0,"0","1","M","Phone","C","House","high","white","2",0,3984
7,1,2,935.7938989,15,31,0,"0","1","M","Phone","A","Condo","medium","white","5",1,3985
16,4,1,849.2158489,21,49,0,"0","1","F","Broker","A","Tenant","medium","white","9",0,3986
6,1,2,940.270558,11,27,0,"0","0","F","Broker","C","Tenant","low","white","1",0,3987
6,1,0,948.0230821,22,33,0,"0","0","F","Phone","C","Condo","high","white","8",0,3988
3,1,0,905.8632155,18,31,0,"0","0","M","Broker","C","Condo","high","blue","8",0,3989
17,1,0,1056.642912,21,51,0,"0","0","F","Broker","A","House","high","red","8",0,3990
13,2,6,803.7388929,16,56,0,"0","1","F","Broker","A","Condo","low","red","9",1,3991
7,1,9,995.9593974,17,36,0,"0","1","M","Phone","A","House","high","yellow","8",0,3992
25,1,1,855.0832087,14,52,0,"1","1","F","Broker","A","House","high","white","8",0,3993
3,1,2,945.4488423,11,30,0,"0","0","M","Online","A","House","low","white","9",1,3994
15,1,3,986.8944466,11,55,0,"0","1","M","Broker","A","House","high","blue","8",0,3995
16,4,0,943.0669414,17,61,0,"0","0","M","Broker","B","House","high","yellow","5",0,3996
15,2,6,885.4174382,20,53,0,"0","1","F","Phone","C","House","low","red","5",0,3997
17,2,1,843.541969,11,39,0,"0","0","F","Broker","C","Condo","low","red","8",0,3998
9,1,0,793.0327154,18,28,0,"0","1","F","Phone","A","Condo","high","white","5",0,3999
4,3,0,869.9057352,14,30,0,"0","1","M","Online","A","Condo","medium","red","5",0,4000
25,2,12,951.8708471,9,47,0,"0","1","M","Broker","B","House","high","blue","2",0,4001
3,3,5,862.4661162,12,26,0,"0","1","F","Broker","A","House","low","red","5",1,4002
12,1,5,977.5549833,22,39,0,"1","1","F","Phone","A","House","high","blue","8",0,4003
22,2,1,849.8850687,15,52,0,"0","0","M","Phone","A","Tenant","low","white","9",1,4004
14,3,2,962.6150472,11,51,0,"0","1","M","Phone","B","House","medium","white","1",0,4005
0,5,3,1040.03643,19,24,0,"0","1","F","Online","A","House","medium","white","5",0,4006
14,1,1,810.3960927,18,52,0,"0","1","M","Broker","C","House","high","blue","1",0,4007
15,3,0,942.066394,12,47,0,"0","1","F","Phone","C","House","high","yellow","9",0,4008
22,2,0,1044.585825,21,40,0,"0","0","F","Broker","A","House","low","white","8",0,4009
13,2,2,971.706131,22,51,0,"1","1","F","Broker","C","House","high","red","8",0,4010
6,1,6,899.7518607,13,35,0,"1","1","M","Phone","A","Tenant","high","blue","1",0,4011
21,1,1,933.0910763,17,40,0,"1","1","F","Phone","A","Tenant","high","red","5",1,4012
2,3,0,987.0825058,15,25,0,"0","1","F","Broker","A","House","low","white","1",0,4013
11,1,2,810.1780984,17,60,0,"0","1","M","Broker","A","House","high","red","5",0,4014
12,1,0,792.5453737,10,47,0,"0","1","F","Phone","C","House","high","red","8",0,4015
14,3,0,887.7073078,16,41,0,"0","0","F","Broker","A","House","medium","white","1",0,4016
10,2,2,856.9437063,15,42,0,"0","1","F","Online","C","Tenant","high","red","5",0,4017
15,1,3,864.885832,19,60,0,"0","1","M","Online","A","House","high","white","2",0,4018
17,1,0,765.3897144,13,46,0,"0","0","M","Online","B","House","high","blue","5",0,4019
18,4,1,917.0527854,14,52,0,"0","1","M","Phone","A","Condo","high","yellow","8",0,4020
13,2,0,1015.834837,14,75,0,"0","1","M","Phone","A","House","high","white","5",0,4021
14,3,0,973.5605179,47.06870944,59,0,"1","0","M","Phone","C","Condo","high","white","2",0,4022
17,2,0,859.9153494,15,53,0,"0","1","F","Phone","C","House","medium","blue","9",1,4023
4,3,1,837.427731,14,26,0,"0","1","M","Broker","B","House","high","red","2",0,4024
11,1,0,859.7420231,16,43,0,"1","1","F","Broker","A","House","high","blue","8",0,4025
16,2,0,928.2714679,14,61,0,"0","0","M","Phone","B","House","high","red","8",0,4026
7,1,0,808.2974815,14,33,0,"0","0","F","Broker","B","Tenant","high","blue","8",0,4027
23,2,4,827.3072156,16,43,0,"0","1","F","Phone","C","Condo","high","white","8",0,4028
14,2,3,NA,12,46,0,"0","1","M","Broker","C","House","high","red","5",0,4029
21,3,0,853.141713,10,63,0,NA,"1","F","Phone","C","House","high","blue","5",1,4030
17,4,0,993.3519766,16,40,0,"0","1","M","Broker","C","Condo","high","white","9",0,4031
18,1,9,979.3443434,16,39,0,"1","1","F","Online","C","House","medium","white","8",1,4032
14,4,0,845.3393691,11,52,0,"1","1","M","Phone","A","Condo","high","blue","8",0,4033
12,1,1,948.3320488,10,56,0,"0","1","M","Online","B","House","high","red","8",0,4034
4,3,1,968.5157943,16,35,0,"0","1","M","Broker","B","Condo","high","blue","8",0,4035
16,1,3,920.9700368,13,39,0,"0","1","M","Phone","C","House","high","yellow","8",0,4036
10,2,0,883.0451712,13,50,0,"1","1","F","Broker","A","Tenant","high","white","1",0,4037
8,1,1,825.1398322,17,65,0,"0","1","F","Broker","B","House","high","yellow","5",1,4038
19,4,1,913.3969044,18,38,0,"0","0","F","Phone","B","Tenant","medium","white","1",1,4039
8,2,2,824.6305976,13,56,0,"0","0","F","Broker","A","House","medium","blue","8",1,4040
0,6,4,863.1055709,12,22,0,"0","1","M","Online","B","House","high","red","5",1,4041
12,1,0,847.4890586,9,50,0,"0","0","M","Broker","C","Condo","high","white","1",0,4042
13,3,0,808.8568128,14,53,0,"0","1","F","Broker","A","House","medium","yellow","8",0,4043
11,1,4,962.24188,12,50,0,"0","1","M","Phone","A","Condo","high","white","9",1,4044
0,3,2,969.9632474,25,23,0,"0","0","F","Online","C","Condo","low","blue","1",1,4045
11,5,1,827.3894636,20,45,0,"0","1","M","Phone","C","Tenant","high","white","8",0,4046
9,2,5,891.2948501,11,41,0,"0","1","M","Online","B","House","high","red","2",1,4047
20,2,5,1062.582977,17,56,0,"0","1","M","Broker","A","House","high","yellow","1",0,4048
19,1,1,939.2423493,9,59,0,"0","1","F","Online","B","House","medium","white","5",0,4049
15,3,0,849.7444032,12,60,0,"0","1","M","Broker","A","House","high","red","8",0,4050
17,3,2,973.265256,17,39,0,"0","1","F","Phone","A","Tenant","low","yellow","8",1,4051
16,2,0,738.6460888,7,47,0,"0","0","F","Broker","B","Tenant","high","yellow","5",0,4052
17,1,0,808.0740114,11,41,0,"0","1","M","Phone","A","House","medium","white","8",1,4053
20,1,5,1004.479329,18,52,0,"0","1","M","Phone","B","House","medium","red","2",0,4054
7,3,0,900.218539,10,32,0,"0","0","F","Broker","B","Tenant","high","red","8",0,4055
17,1,2,827.4277125,20,41,0,"0","1","M","Phone","C","Tenant","high","blue","8",0,4056
12,1,2,856.6433262,12,48,0,"0","1","F","Broker","B","Tenant","high","white","1",0,4057
16,1,1,871.0961877,18,54,0,"0","1","M","Phone","C","House","high","blue","5",0,4058
20,5,0,856.5903298,15,44,0,"0","1","M","Phone","B","Condo","high","white","1",1,4059
13,1,2,754.0508682,14,50,0,"1","1","M","Broker","C","Tenant","high","blue","8",0,4060
16,1,0,964.4523262,15,44,0,"0","1","M","Phone","C","Tenant","high","white","8",0,4061
14,3,2,834.2487174,10,65,0,"0","1","M","Broker","B","Condo","high","white","8",0,4062
13,1,0,776.27416,9,39,0,"0","1","M","Phone","A","Tenant","high","yellow","5",0,4063
11,2,5,1042.200157,20,68,0,"1","1","M","Phone","C","House","high","white","1",0,4064
19,1,5,1056.523583,12,46,0,"0","1","M","Phone","C","Condo","medium","blue","1",0,4065
9,1,0,913.4977641,14,47,0,"0","1",NA,"Phone","C","Tenant","high","red","1",0,4066
4,1,1,800.1553073,19,35,0,"0","1","M","Phone","A","House","medium","blue","2",0,4067
13,1,0,887.6093411,12,61,0,"0","0","F","Phone","B","House","low","white","8",1,4068
16,1,10,808.4357837,23,54,0,"0","1","F","Broker","C","Condo","high","blue","1",0,4069
6,1,3,931.1120267,18,33,0,"0","1","M","Phone","B","Tenant","medium","red","2",1,4070
5,3,0,951.9110891,10,25,0,"0","0","F","Broker","C","Condo","high","blue","5",0,4071
17,2,0,839.8900192,20,53,0,"0","0","M","Broker","A","House","high","blue","9",0,4072
22,1,0,1000.121535,9,46,0,"0","0","M","Broker","A","Tenant","high","white","1",0,4073
21,2,0,795.2656786,19,48,0,"0","0","M","Phone","C","Tenant","low","blue","5",1,4074
2,3,4,990.4109677,20.31709036,28,0,"1","1","F","Broker","C","House","medium","red","9",0,4075
20,2,6,908.3712323,18,40,0,"0","1","F","Broker","B","Condo","high","red","8",0,4076
3,1,3,778.652591,10,30,0,"0","1","M","Broker","A","House","high","white","5",0,4077
16,2,5,850.7538861,5,62,0,"0","1","F","Broker","B","House","high","red","8",0,4078
13,3,1,871.4337756,18,51,0,"0","0","M","Broker","A","House","high","white","8",0,4079
12,3,2,1018.922424,11,53,0,"0","1","F","Broker","A","House","high","blue","1",0,4080
14,1,1,846.0161312,12,44,0,"0","0","M","Broker","B","Tenant","high","white","1",0,4081
13,1,1,1010.319296,13,40,0,"0","1","F","Phone","B","Tenant","high","red","5",0,4082
20,3,3,874.9433977,14,42,0,"0","1","M","Broker","B","Tenant","high","white","2",0,4083
13,1,2,983.713313,18,40,0,"1","1","F","Broker","A","Condo","high","white","1",0,4084
12,1,3,893.5595883,10,58,0,"0","1","M","Phone","C","House","low","red","1",1,4085
1,3,0,861.0343377,18,35,0,"0","1","F","Broker","C","Tenant","high","blue","9",0,4086
2,1,3,845.8753575,10,35,0,"1","1","M","Phone","B","House","high","red","8",1,4087
4,1,2,991.3416576,13,24,0,"0","1","F","Online","C","Tenant","medium","white","8",1,4088
3,2,0,875.3165901,18,35,0,"0","0","M","Broker","B","Tenant","high","white","9",0,4089
15,2,0,1033.891524,10,60,0,"0","0","F","Broker","A","House","high","blue","8",0,4090
2,2,3,917.5708838,22,35,0,"0","1","M","Broker","C","Tenant","high","white","8",0,4091
11,3,1,830.5297022,11,43,0,"0","1","F","Broker","C","House","high","white","8",0,4092
6,3,3,918.4552694,21,35,0,"0","1","F","Phone","B","House","high","white","8",0,4093
14,2,0,755.9091717,14,37,0,"0","0","F","Broker","A","Condo","high","blue","9",0,4094
5,2,7,888.4206073,11,36,0,"0","1","M","Phone","B","Condo","low","blue","5",1,4095
