tenure,claim.ind,n.adults,n.children,ni.gender,ni.marital.status,premium,sales.channel,coverage.type,dwelling.type,len.at.res,credit,house.color,ni.age,year,zip.code,cancel,id
15,0,2,0,F,0,775.0369991,Broker,B,House,18,high,white,42,2015,98019,0,4425
17,0,2,5,F,1,962.1000384,Broker,A,Condo,13,low,blue,54,2015,50025,1,4426
8,0,1,7,M,1,874.7923564,Broker,C,House,12,high,red,29,2015,15056,0,4427
3,0,1,0,M,0,744.5377787,Broker,A,House,4.791502438,low,white,28,2015,80028,1,4428
5,1,1,0,M,0,1007.650797,Phone,B,Condo,15,high,white,31,2015,80017,0,4429
8,0,2,8,M,1,894.0383768,Broker,B,Tenant,20,high,blue,35,2015,50038,1,4430
10,0,1,2,M,1,1003.426308,Broker,C,Tenant,18,high,blue,48,2015,80014,0,4431
19,0,2,1,F,1,918.4692859,Broker,C,Tenant,15,low,white,45,2015,20106,1,4432
21,0,1,3,M,1,956.021998,Broker,B,House,17,high,white,43,2015,85048,0,4433
7,0,3,0,F,1,842.9415949,Broker,B,Tenant,19,high,red,36,2015,15022,0,4434
12,1,2,7,F,1,931.1356254,Broker,A,House,18,low,blue,51,2015,15025,0,4435
10,0,2,0,M,0,881.4573968,Online,A,House,18,low,blue,39,2015,80004,0,4436
15,0,3,0,F,0,937.5225823,Phone,B,House,17,high,white,44,2015,15057,0,4437
17,0,1,1,M,1,730.8251233,Broker,A,Condo,19,high,blue,40,2015,85033,0,4438
4,0,2,0,M,1,1139.275981,Broker,A,House,17,high,white,31,2015,85011,0,4439
6,0,1,0,F,1,1082.25666,Broker,A,House,16,low,white,28,2015,50001,0,4440
13,0,2,0,F,1,1016.204691,Broker,C,Condo,14,low,white,44,2015,15009,0,4441
19,1,4,12,F,1,796.5528316,Broker,C,House,16,medium,white,58,2015,80014,0,4442
22,0,2,5,M,1,931.564467,Phone,C,House,18,medium,white,47,2015,50039,0,4443
19,0,1,8,F,1,873.3701616,Phone,A,Tenant,15,high,red,64,2015,98004,1,4444
0,0,2,1,M,0,1052.640138,NA,B,House,17,high,blue,28,2015,85051,1,4445
6,0,1,3,M,1,874.9627702,Phone,B,House,7,high,blue,36,2015,15046,0,4446
11,0,3,5,M,1,887.1960706,Broker,C,House,11,high,blue,37,2015,85054,0,4447
0,0,1,7,M,1,855.6273382,Phone,A,House,32.64090132,high,blue,40,2015,50011,0,4448
14,0,2,4,F,1,835.661224,Broker,C,House,14,medium,red,54,2015,85036,0,4449
6,0,3,0,F,1,945.5264822,Broker,C,Condo,21,high,yellow,30,2015,15022,0,4450
4,0,1,1,M,1,872.1559473,Online,B,House,22,low,white,23,2015,85027,1,4451
17,0,1,0,F,0,924.3085132,Broker,C,House,17,high,blue,42,2015,80011,0,4452
12,1,2,0,F,1,813.528532,Broker,C,Condo,13,low,red,38,2015,80022,1,4453
7,0,1,0,F,0,910.3189854,Phone,C,Condo,21,low,blue,26,2015,85082,1,4454
13,0,5,0,F,1,897.0648683,Phone,B,House,13,medium,yellow,47,2015,50008,0,4455
8,0,3,1,M,0,891.3001031,Phone,A,House,20,low,blue,31,2015,50025,0,4456
3,0,2,1,F,0,804.5238403,Broker,A,NA,12,low,white,35,2015,15009,0,4457
21,0,1,0,M,1,867.4127589,Phone,A,Tenant,13,medium,yellow,67,2015,15010,1,4458
14,0,1,3,M,1,1021.50807,Broker,A,Condo,19,high,blue,40,2015,80017,0,4459
3,1,3,2,F,1,916.6436771,Broker,C,House,13,medium,yellow,33,2015,80020,0,4460
13,0,2,1,M,1,971.3472737,Broker,A,House,16,medium,white,50,2015,50052,0,4461
3,0,2,5,M,1,879.6819284,Phone,C,House,17,high,blue,35,2015,50001,0,4462
6,0,3,1,F,1,815.9878326,Broker,A,Condo,15,low,red,33,2015,50011,0,4463
6,0,1,1,M,1,880.99156,Phone,B,Condo,12,high,red,33,2015,98032,0,4464
3,0,2,0,M,0,979.2659405,Phone,C,House,16,high,blue,36,2015,85042,0,4465
10,0,2,0,F,1,877.6678289,Broker,B,House,14,high,red,45,2015,80015,0,4466
3,0,3,2,M,1,811.6817039,Broker,C,Tenant,18,medium,white,36,2015,50050,0,4467
10,0,2,0,M,0,802.3956697,Phone,C,House,12,medium,blue,54,2015,98012,0,4468
14,0,1,4,F,1,847.4702093,Phone,A,House,21,medium,white,49,2015,80045,0,4469
15,0,1,0,M,1,930.2608084,Phone,A,Condo,12,high,white,43,2015,50054,0,4470
12,1,4,0,M,1,806.5121371,Online,A,House,18,high,red,44,2015,20119,1,4471
18,0,7,2,F,1,882.9479217,Phone,A,House,15,high,blue,38,2015,85068,1,4472
15,0,1,2,F,1,1044.973943,Broker,C,House,15,high,white,54,2015,85065,0,4473
16,0,2,0,F,0,936.4242459,Broker,C,House,13,high,blue,38,2015,15032,0,4474
6,1,1,0,F,0,910.6359414,Broker,C,Tenant,11,high,white,34,2015,85083,0,4475
5,0,1,1,M,1,1038.335769,Broker,B,House,17,medium,red,31,2015,80020,0,4476
4,0,1,0,M,0,815.4252048,Phone,A,Condo,18,high,white,33,2015,80016,0,4477
9,0,1,0,F,0,1064.399161,Broker,A,Tenant,16,high,white,47,2015,15012,0,4478
12,1,1,2,F,1,750.5531248,Broker,B,House,9,NA,red,53,2015,50002,0,4479
17,0,4,0,F,0,832.7039823,Broker,B,Condo,17,high,white,47,2015,80027,0,4480
8,1,1,0,M,0,762.2589872,Broker,C,House,14,high,red,29,2015,85033,1,4481
4,0,4,2,M,1,868.5419412,Broker,B,House,20,low,white,25,2015,15012,0,4482
1,0,2,0,M,0,811.2108449,Broker,A,House,16,high,blue,31,2015,50052,0,4483
13,0,2,3,M,1,977.5741394,Broker,A,House,14,high,white,62,2015,80005,0,4484
14,0,1,0,M,1,990.9329398,Broker,B,House,16,low,red,53,2015,20147,0,4485
16,1,1,0,M,1,780.9042582,Broker,B,House,15,high,white,39,2015,98035,0,4486
16,0,2,0,F,1,889.6143403,Broker,A,Condo,15,high,white,37,2015,98033,0,4487
15,0,1,0,M,0,974.0671877,Phone,C,Condo,16,high,blue,45,2015,80035,0,4488
17,1,1,0,F,0,780.636823,Broker,B,House,21,high,red,66,2015,20115,0,4489
11,0,1,0,M,1,914.395466,Phone,C,House,19,high,white,64,2015,85066,0,4490
14,1,1,6,M,1,899.8695061,Phone,A,Condo,14,high,white,41,2015,80020,0,4491
5,0,2,0,F,1,1012.234326,Phone,A,House,17,high,white,25,2015,80002,0,4492
13,1,1,1,F,1,912.9013024,Broker,A,House,16,high,blue,51,2015,85017,0,4493
3,0,1,1,M,1,976.5720906,Broker,C,Condo,23,high,yellow,28,2015,85054,0,4494
3,0,1,4,M,1,991.6053082,Online,C,Tenant,8,high,white,32,2015,50006,1,4495
0,1,3,3,M,1,889.279743,Broker,A,Condo,17,medium,white,21,2015,15031,0,4496
11,0,1,0,M,0,930.4622792,Broker,A,House,15,high,white,50,2015,50014,0,4497
7,0,4,3,M,1,793.1833061,Broker,B,House,16,low,white,29,2015,85027,1,4498
12,0,1,2,F,1,904.8364806,Broker,C,House,9,high,white,48,2015,15052,0,4499
10,0,1,4,F,1,949.2332086,Phone,A,House,17,high,white,58,2015,85055,1,4500
7,1,1,0,F,1,832.481384,Online,B,House,17,medium,white,34,2015,15015,1,4501
5,0,2,1,F,1,763.6391714,Broker,C,House,14,high,red,31,2015,85033,1,4502
0,1,1,2,M,1,773.4232009,Online,C,Tenant,17,high,red,20,2015,50048,0,4503
8,0,3,NA,M,1,918.9554185,Broker,C,Tenant,19,medium,yellow,45,2015,80028,0,4504
12,0,1,4,F,1,962.4688535,Broker,A,House,12,low,white,45,2015,98015,0,4505
8,0,2,2,M,1,976.0035319,Phone,B,House,12,high,white,37,2015,80045,0,4506
10,0,2,0,M,1,928.158541,Broker,C,House,17,medium,white,38,2015,50047,0,4507
15,0,1,6,M,1,928.9820278,Phone,C,House,12,low,blue,45,2015,20151,1,4508
5,0,2,1,F,1,959.0483756,Broker,C,House,15,high,white,34,2015,98022,0,4509
5,0,2,1,F,0,963.985615,Phone,C,Condo,39.16743218,medium,white,27,2015,85033,0,4510
13,0,1,0,M,1,954.0982691,Phone,C,House,16,low,red,53,2015,50001,0,4511
19,0,6,6,F,1,796.3115885,Broker,B,House,16,high,white,66,2015,98013,0,4512
6,0,2,2,F,1,950.1383031,Phone,C,House,17,high,red,30,2015,80026,0,4513
12,0,2,0,M,0,795.5247657,Broker,B,House,18,medium,white,84,2015,15025,0,4514
11,0,3,0,M,1,807.1011585,Broker,A,House,14,high,white,43,2015,50039,0,4515
14,0,1,0,F,0,852.7680841,Broker,C,House,13,high,blue,40,2015,80020,0,4516
5,0,5,0,M,0,893.3645613,Phone,C,House,19,low,yellow,31,2015,50028,0,4517
3,0,3,0,F,1,755.5590481,Online,B,House,18,medium,white,35,2015,80003,0,4518
15,0,1,5,M,1,1082.343502,Online,A,House,15,high,white,42,2015,15001,1,4519
14,1,2,3,F,1,943.8268076,Phone,C,House,11.5820063,medium,red,48,2015,15046,0,4520
15,1,4,2,M,1,935.3244311,Broker,A,House,11,medium,yellow,54,2015,50011,0,4521
7,0,2,1,M,1,919.975575,Broker,C,Condo,15,low,red,26,2015,80106,0,4522
7,0,2,1,M,1,832.4527172,Broker,A,Tenant,13,low,white,32,2015,80023,0,4523
26,0,4,0,M,0,888.1822549,Broker,B,House,10,medium,red,60,2015,50025,0,4524
6,0,1,0,F,0,1035.440119,Phone,A,Condo,15,high,blue,34,2015,15009,0,4525
3,0,2,0,M,0,851.6729146,Broker,C,Tenant,18,medium,white,28,2015,80027,0,4526
11,0,2,0,M,0,916.2567557,Phone,C,House,8,medium,red,52,2015,50052,0,4527
2,0,1,0,M,1,1071.084047,Broker,C,Tenant,17,medium,red,32,2015,98026,0,4528
14,1,3,5,F,1,852.5902682,Broker,B,Condo,23,medium,red,46,2015,98035,0,4529
5,0,2,2,M,1,887.330483,Broker,A,House,16,low,red,31,2015,50008,0,4530
3,0,1,8,M,1,1003.447927,Broker,C,House,15,high,red,29,2015,98032,0,4531
5,1,2,2,M,1,1037.57216,Phone,B,Condo,16,high,white,25,2015,50022,1,4532
6,0,2,3,F,1,793.2599536,Broker,A,Tenant,12,high,white,35,2015,15056,0,4533
15,0,5,2,F,1,917.0528156,Broker,C,House,12,high,blue,62,2015,85020,0,4534
12,0,4,1,F,0,986.2161811,Broker,A,House,12,medium,yellow,37,2015,80014,0,4535
13,0,3,0,M,1,904.7980918,Broker,C,House,11,low,white,58,2015,50028,0,4536
17,1,3,0,M,0,768.6868838,Broker,B,House,6,high,white,39,2015,85083,0,4537
1,1,3,2,F,1,766.8923987,Online,A,House,13,high,white,36,2015,85054,0,4538
16,0,1,0,M,1,947.5391194,Broker,C,House,20,high,yellow,57,2015,50054,0,4539
0,0,1,0,M,0,799.0160639,Phone,A,House,15,high,red,19,2015,85043,0,4540
16,0,1,0,F,1,749.5259773,Phone,C,House,12,medium,blue,53,2015,15006,0,4541
12,0,4,0,F,1,895.2134179,Broker,C,House,17,low,yellow,57,2015,20149,0,4542
23,0,3,1,M,1,967.4624086,Broker,C,Condo,12,low,white,41,2015,50025,1,4543
11,0,1,0,F,0,844.9065015,Broker,A,Condo,21,high,white,35,2015,50047,0,4544
19,1,1,1,M,1,1031.615983,Broker,C,House,16,high,red,43,2015,85068,0,4545
20,0,2,0,M,0,927.6419522,Broker,C,Tenant,15,medium,blue,47,2015,85033,1,4546
15,0,5,0,M,1,922.7612422,Broker,B,Condo,16,high,red,44,2015,98001,0,4547
6,1,2,0,F,1,806.1822949,Broker,A,Condo,11,medium,blue,29,2015,80031,0,4548
13,0,3,0,M,0,968.453305,Phone,C,House,13,high,white,38,2015,50033,1,4549
0,0,2,4,M,1,918.0244234,Online,B,Condo,12,high,white,38,2015,20152,0,4550
19,0,2,0,F,0,870.2051583,Broker,C,House,18,high,white,39,2015,85068,0,4551
17,1,3,1,F,1,840.762789,Broker,C,House,20,high,blue,52,2015,50012,0,4552
16,0,1,0,M,0,986.6604829,Phone,C,House,10,medium,red,68,2015,50020,0,4553
14,0,3,6,M,1,847.6155704,Phone,C,Tenant,13,medium,blue,50,2015,50047,0,4554
6,0,3,3,F,1,896.4175273,Phone,A,House,11,high,red,27,2015,20132,0,4555
5,0,1,0,F,1,906.2761799,Broker,C,House,12,low,blue,29,2015,80042,0,4556
13,1,2,0,F,1,932.2362203,Phone,A,House,15,medium,white,62,2015,85033,1,4557
17,0,3,1,M,1,828.5432067,Broker,C,Tenant,15,high,white,38,2015,50014,0,4558
4,1,1,3,M,1,838.7283211,Online,C,Condo,14,medium,blue,23,2015,80045,1,4559
19,0,1,5,M,1,862.8361538,Broker,B,House,18,medium,white,56,2015,85026,0,4560
6,0,1,0,F,0,948.3078988,Broker,A,House,12,high,white,33,2015,80022,0,4561
12,0,2,1,M,0,924.2276587,Broker,C,Condo,10,high,blue,50,2015,85013,0,4562
5,0,1,5,M,1,915.5472401,Phone,B,Condo,17,medium,white,32,2015,15009,0,4563
6,0,2,2,M,1,960.6883796,Phone,A,House,28.52863972,high,blue,35,2015,98013,0,4564
15,0,1,1,F,1,962.5921036,Broker,C,Condo,10,medium,blue,41,2015,98004,0,4565
5,0,2,4,M,1,1011.628437,Broker,C,House,13,low,blue,34,2015,85006,1,4566
21,0,5,0,M,0,906.8124884,Broker,B,Condo,9,high,white,40,2015,50054,0,4567
4,0,1,1,M,1,898.654909,Broker,B,Tenant,20,high,white,32,2015,98004,0,4568
5,0,1,0,M,0,891.4111136,Broker,C,House,10,high,red,26,2015,85073,1,4569
15,0,1,1,M,1,972.6987154,Broker,B,House,16,high,blue,61,2015,50054,0,4570
21,0,2,2,F,0,1083.342098,Broker,A,Condo,24,low,white,64,2015,50049,0,4571
12,0,3,6,M,1,771.7766087,Broker,C,House,11,high,blue,51,2015,15009,0,4572
19,1,3,0,M,1,848.1363828,Broker,B,Tenant,13,high,red,40,2015,80012,0,4573
13,0,3,0,F,0,794.7307536,Broker,C,Tenant,11,medium,red,49,2015,85062,0,4574
11,0,1,0,M,0,957.5013115,Broker,C,Condo,15,high,white,51,2015,80022,0,4575
9,0,1,1,F,1,846.6548087,Phone,A,Tenant,20,high,white,43,2015,80034,0,4576
12,0,2,3,M,1,805.9649012,Broker,C,House,9,high,red,58,2015,15025,0,4577
14,0,2,3,M,1,981.9211449,Broker,A,Tenant,17,high,white,39,2015,15001,0,4578
14,0,2,0,M,1,1014.95298,Broker,B,Tenant,16,high,white,37,2015,85078,0,4579
16,0,4,5,F,1,789.2227252,Broker,A,Condo,14,medium,blue,48,2015,50001,0,4580
14,0,3,0,M,1,989.3976577,Broker,A,House,11,high,red,55,2015,15001,0,4581
16,1,2,1,M,1,844.8971758,Broker,A,House,9,medium,blue,48,2015,80041,0,4582
16,0,3,0,M,1,900.3518854,Broker,C,House,13,high,white,41,2015,85028,0,4583
15,1,3,0,F,0,904.598697,Phone,C,House,13,high,blue,43,2015,80016,0,4584
14,0,1,1,F,1,1108.476467,Broker,B,House,13,high,blue,55,2015,80040,0,4585
22,0,1,0,M,0,795.9258847,Broker,A,House,9,low,white,59,2015,50052,1,4586
3,0,5,0,M,0,902.5606575,Phone,B,Condo,14,high,white,36,2015,80003,0,4587
4,0,2,0,F,0,858.9060911,Online,C,Tenant,22,high,blue,23,2015,15001,0,4588
0,0,1,0,F,0,716.3632287,Phone,C,House,14,low,blue,22,2015,15057,0,4589
1,0,3,0,F,1,804.3330592,Phone,C,House,15,medium,white,27,2015,50054,0,4590
5,1,2,0,F,0,867.7560734,Phone,A,House,9,high,white,25,2015,50048,0,4591
2,1,2,1,M,1,841.090073,Broker,A,House,14,medium,white,27,2015,50032,1,4592
4,1,3,2,M,1,823.495804,Phone,C,Condo,12,high,white,34,2015,20102,0,4593
0,0,2,0,M,1,977.8452727,Online,C,Condo,18,medium,white,23,2015,80105,1,4594
13,1,1,0,F,1,850.6786306,Broker,A,Condo,16,high,yellow,38,2015,80012,0,4595
10,0,3,0,F,0,973.5271509,Phone,C,House,12,medium,blue,57,2015,15010,0,4596
3,0,2,7,M,1,1013.084959,Phone,C,House,13,high,white,33,2015,80002,0,4597
5,1,2,0,F,1,980.1057612,Broker,A,Condo,15,high,blue,36,2015,85011,1,4598
12,0,4,3,F,1,856.3632088,Phone,A,Condo,20,high,red,42,2015,98012,1,4599
18,0,3,0,M,1,750.3592298,Phone,A,House,22,high,yellow,63,2015,98013,1,4600
15,0,3,2,F,1,827.5367024,Phone,C,Tenant,19,low,white,46,2015,20106,0,4601
16,0,2,2,F,1,950.7123684,Broker,A,House,12,medium,red,56,2015,80015,1,4602
12,0,5,0,F,1,833.626333,Broker,C,Condo,12,low,white,50,2015,85014,1,4603
0,0,1,2,M,1,937.1985546,Broker,C,Condo,8,high,red,41,2015,85016,0,4604
16,0,2,5,F,1,979.3530911,Broker,B,House,16,high,red,58,2015,80005,1,4605
16,0,3,0,M,1,888.9246873,Broker,B,Condo,22,medium,blue,49,2015,20119,0,4606
2,0,1,0,F,1,871.7036663,Broker,C,Condo,15,low,blue,27,2015,98011,0,4607
11,0,4,1,F,1,820.6777133,Broker,B,House,18,low,blue,46,2015,50025,1,4608
17,1,1,0,M,1,849.9469034,Phone,A,House,10,high,white,60,2015,50054,1,4609
2,0,2,1,F,1,974.7658645,Online,C,Condo,10,high,blue,23,2015,50013,0,4610
14,0,4,4,F,1,926.2391683,Broker,A,House,16,high,white,40,2015,15047,0,4611
14,1,1,0,M,1,1009.379369,Phone,A,House,18,medium,white,52,2015,85034,0,4612
15,0,2,1,F,1,872.3310796,Broker,C,House,15,high,blue,58,2015,50027,0,4613
7,0,3,3,F,1,834.8512153,Phone,C,Tenant,8,high,white,41,2015,80109,0,4614
3,1,3,2,M,1,916.9121944,Broker,A,House,15,high,white,33,2015,50033,1,4615
21,0,1,1,M,1,862.8154269,Broker,A,Condo,13,high,white,41,2015,98034,0,4616
17,0,2,3,F,1,793.6181007,Phone,B,Condo,12,medium,yellow,45,2015,85054,0,4617
14,0,1,1,M,1,1000.661038,Phone,B,Condo,13,high,blue,43,2015,85037,1,4618
25,1,2,1,F,0,892.3250454,Broker,B,Condo,14,medium,blue,46,2015,80017,0,4619
19,0,1,2,F,1,887.34259,Broker,C,Condo,12,high,white,50,2015,50048,0,4620
13,0,5,0,F,0,878.0786648,Broker,B,Condo,17,low,yellow,54,2015,50032,1,4621
12,0,1,0,M,0,900.033034,Phone,C,House,14,high,white,63,2015,98004,0,4622
17,0,5,0,M,0,1004.284862,Broker,C,Tenant,10,low,white,47,2015,80002,0,4623
11,0,3,10,M,1,965.0501151,Broker,B,House,11,low,blue,58,2015,85011,1,4624
23,0,3,4,F,1,918.4106942,Broker,C,House,14,medium,red,76,2015,80025,0,4625
14,0,1,2,F,1,862.3575924,Broker,C,Condo,16,high,red,53,2015,80022,0,4626
14,1,4,1,F,0,886.9068758,Broker,A,House,16,high,red,41,2015,50022,0,4627
22,1,2,1,M,0,866.231975,Broker,A,House,14,medium,white,49,2015,85080,0,4628
19,1,2,0,F,1,796.1031895,Phone,B,Tenant,17,high,yellow,51,2015,50054,0,4629
14,0,2,4,M,1,937.3597227,Broker,C,Condo,15.21020278,high,yellow,39,2015,85042,0,4630
13,0,3,0,M,0,860.737645,Phone,C,House,14,low,blue,49,2015,80041,0,4631
4,0,1,3,M,1,784.4324335,Phone,A,House,15,high,white,32,2015,85065,1,4632
17,0,1,3,M,1,796.2537587,Broker,C,House,23,high,yellow,59,2015,80005,1,4633
5,0,2,0,M,0,828.3505589,Broker,C,House,18,medium,red,32,2015,50031,0,4634
1,0,1,0,F,0,807.2054405,Phone,C,House,19,high,red,34,2015,80003,0,4635
17,0,1,0,F,0,1000.301544,Online,A,House,14,low,red,48,2015,15047,1,4636
19,1,1,0,M,1,764.45764,Broker,C,Condo,17,high,white,48,2015,85063,0,4637
14,0,1,0,F,1,933.2626694,Phone,B,House,16,high,white,55,2015,50009,0,4638
21,0,1,0,F,0,928.7701107,Phone,A,House,18,low,yellow,45,2015,85078,1,4639
7,0,1,2,F,1,931.4766048,Broker,C,Tenant,16,high,white,31,2015,15012,0,4640
17,0,3,0,F,0,806.2018635,Broker,B,House,22,low,white,48,2015,80106,0,4641
9,0,1,1,M,1,935.7981738,Broker,B,House,15,low,white,35,2015,50050,1,4642
18,0,1,0,M,1,861.1922174,Phone,C,Tenant,14,low,blue,37,2015,50054,0,4643
3,1,1,0,M,1,925.8416958,Phone,B,Tenant,12,high,blue,32,2015,98001,0,4644
15,0,3,0,F,1,850.9677235,Online,C,House,15,high,white,63,2015,80026,0,4645
13,0,1,0,F,1,886.2299508,Broker,A,Condo,14,low,blue,40,2015,15025,0,4646
12,1,1,10,M,1,990.0677788,Online,C,House,22,high,blue,44,2015,15028,0,4647
17,0,3,5,M,1,953.4017231,Broker,C,Condo,15,high,white,38,2015,80106,1,4648
1,0,1,0,M,1,914.7454563,Broker,A,House,14,low,red,36,2015,85065,0,4649
12,0,2,1,F,1,875.5589986,Broker,C,Tenant,14,high,blue,31,2015,50013,0,4650
11,1,3,6,F,1,913.2051249,Online,C,Tenant,12,high,white,39,2015,85007,1,4651
16,0,1,3,F,1,893.2782149,Broker,B,House,10,high,red,63,2015,98037,0,4652
5,1,1,0,M,1,916.3505977,Broker,C,House,13,high,white,32,2015,50020,0,4653
5,0,NA,7,F,1,985.5810617,Broker,C,House,12,high,white,33,2015,85043,1,4654
4,1,1,3,M,1,862.3716737,Broker,C,House,15,low,white,34,2015,50057,0,4655
11,1,1,0,M,1,972.3014995,Broker,B,House,18,high,blue,52,2015,50008,0,4656
2,0,2,0,F,0,946.5502427,Broker,A,House,17,high,white,35,2015,80010,0,4657
12,0,1,3,M,1,873.7801622,Broker,A,House,18,low,yellow,41,2015,15009,0,4658
19,0,2,2,F,1,763.0221804,Phone,C,House,18,high,blue,52,2015,85034,0,4659
11,0,1,0,F,0,972.84379,Broker,C,Tenant,21,low,white,48,2015,80035,0,4660
2,0,3,0,M,1,911.7298858,Broker,B,Tenant,15,high,red,34,2015,50025,0,4661
17,1,6,1,M,0,844.7937718,Broker,C,Condo,13,high,blue,43,2015,85033,0,4662
20,0,4,0,F,1,910.2257662,Broker,B,Tenant,25,medium,blue,38,2015,15047,1,4663
14,0,1,0,M,1,1003.771644,Broker,C,House,14,high,blue,47,2015,20101,1,4664
12,0,1,0,F,0,975.7242039,Phone,A,House,15,high,blue,53,2015,50028,0,4665
18,0,1,2,F,1,1026.886509,Broker,C,House,15,medium,red,46,2015,50025,0,4666
5,1,1,1,M,1,950.7463386,Broker,C,Condo,17,medium,white,27,2015,15021,0,4667
18,0,NA,0,M,0,979.5583425,Phone,A,Condo,14,high,red,45,2015,85077,0,4668
9,1,1,0,M,1,921.0314937,Broker,C,Condo,18,high,white,47,2015,85007,0,4669
16,0,3,1,F,0,877.9275612,Phone,C,Condo,21,medium,blue,41,2015,80014,0,4670
17,0,4,0,M,0,975.9397491,Phone,B,Condo,17,medium,white,49,2015,98006,1,4671
12,0,2,0,F,1,931.7552436,Broker,B,House,16,high,white,57,2015,50040,0,4672
12,0,3,5,F,1,951.5914026,Phone,A,Condo,18,high,blue,46,2015,98004,0,4673
16,0,3,0,M,0,918.8574496,Phone,A,House,18,high,red,51,2015,50054,0,4674
3,0,3,0,M,1,749.664491,Broker,B,Tenant,14,medium,red,34,2015,80010,0,4675
14,0,4,0,F,1,993.9634033,Phone,B,House,13,high,white,39,2015,50002,1,4676
10,1,4,2,M,1,828.3169905,Broker,A,Tenant,19,high,white,44,2015,85033,0,4677
13,0,5,0,M,0,896.1451099,Phone,A,House,15,medium,red,43,2015,50054,0,4678
11,0,4,2,F,1,948.3259625,Broker,B,Condo,16,low,red,38,2015,80002,0,4679
7,1,1,1,M,0,902.4500997,Broker,C,House,16,high,red,31,2015,50001,0,4680
8,1,1,3,F,1,968.9579665,Broker,C,Tenant,18,high,blue,36,2015,80109,1,4681
16,0,3,7,F,1,1002.666273,Broker,A,House,18,low,blue,58,2015,85014,0,4682
16,0,3,2,F,1,884.4856973,Broker,C,Condo,19,medium,blue,40,2015,15025,1,4683
19,0,3,7,F,1,937.8191231,Phone,C,House,15,medium,blue,42,2015,50022,0,4684
18,0,2,3,M,1,915.7223886,Broker,C,Condo,15,high,blue,47,2015,80031,0,4685
11,1,1,0,F,1,918.7551825,Broker,C,House,16,high,white,51,2015,80028,0,4686
12,0,1,2,M,1,859.2003831,Phone,C,House,6,high,yellow,37,2015,85068,1,4687
18,0,2,0,M,1,889.1660286,Broker,C,Condo,19,medium,white,42,2015,50031,0,4688
7,1,2,0,M,1,779.464957,Broker,C,House,18,high,white,34,2015,98033,1,4689
13,1,2,2,M,1,971.1303028,Broker,A,House,14,medium,blue,38,2015,15052,0,4690
6,1,2,0,F,1,901.5928937,Phone,B,House,21,medium,white,28,2015,50049,0,4691
9,0,1,2,F,1,922.9676361,Online,C,House,16,low,white,59,2015,85027,0,4692
16,0,4,0,F,0,868.9339428,Broker,A,Condo,11,high,blue,50,2015,50048,0,4693
8,1,3,8,F,1,990.9359801,Phone,A,House,18,medium,red,54,2015,50002,1,4694
16,0,1,1,M,1,749.1246529,Online,C,House,23,high,red,55,2015,80027,0,4695
11,0,3,2,M,0,1024.688245,Online,A,House,14,high,white,38,2015,15026,0,4696
11,0,3,1,M,1,849.7186929,Broker,B,House,17,low,red,56,2015,85034,0,4697
3,0,2,2,M,1,983.2188862,Broker,B,House,13,high,blue,32,2015,50001,0,4698
0,0,1,1,M,1,944.9182234,Phone,A,House,9,high,white,38,2015,85020,1,4699
12,1,1,6,M,1,975.0275277,Broker,A,House,8,medium,white,48,2015,50028,0,4700
3,0,2,0,F,1,968.436438,Phone,B,House,9,high,white,32,2015,98004,0,4701
13,0,1,0,F,1,900.012491,Online,A,House,28,high,yellow,52,2015,85077,0,4702
3,0,1,7,F,1,915.0642963,Broker,C,Tenant,12,high,white,34,2015,50025,0,4703
16,0,2,4,F,1,971.2540097,Online,A,House,12,medium,white,54,2015,85004,0,4704
6,1,4,0,M,0,986.4216026,Broker,C,House,9,low,blue,35,2015,80003,1,4705
18,1,NA,4,F,1,924.4075884,Broker,B,Tenant,20,high,red,50,2015,50011,1,4706
9,0,2,7,M,1,984.0907385,Broker,A,House,16,medium,red,37,2015,80007,0,4707
17,0,2,1,M,1,963.2354041,Phone,A,House,16,high,white,52,2015,50054,0,4708
6,0,3,5,M,1,991.4454133,Broker,C,House,20,high,blue,32,2015,50058,0,4709
15,0,3,0,M,1,953.222359,Broker,C,House,11,high,blue,51,2015,80106,0,4710
13,1,1,1,M,0,946.7004301,Phone,A,Tenant,16,high,blue,45,2015,50050,0,4711
4,0,1,2,F,1,925.4996671,Broker,C,House,11,medium,red,27,2015,85001,0,4712
8,0,3,3,M,1,815.8341185,Broker,A,House,20,low,red,31,2015,50008,1,4713
14,0,2,0,F,1,832.9175078,Broker,B,House,11,high,white,72,2015,85003,0,4714
8,1,2,5,F,1,886.4926139,Phone,B,House,11,high,blue,51,2015,50027,0,4715
10,0,3,6,M,1,733.5174278,Broker,C,House,9,medium,blue,65,2015,85020,0,4716
19,0,2,4,M,1,872.6007904,Broker,B,House,15,high,red,52,2015,98014,0,4717
14,1,1,2,F,1,998.067868,Phone,B,Condo,9,medium,white,39,2015,85042,1,4718
15,1,3,8,F,1,975.9415334,Phone,A,House,15,high,white,51,2015,98004,1,4719
16,0,1,7,F,1,889.8190539,Phone,A,House,18,high,red,44,2015,15028,1,4720
16,0,2,1,F,1,830.9342335,Phone,C,Tenant,22,low,white,38,2015,15021,1,4721
15,1,3,3,M,1,976.7480605,Broker,A,House,15,high,blue,43,2015,15009,1,4722
2,0,3,3,F,1,890.6028894,Broker,A,Tenant,16,medium,yellow,34,2015,80003,0,4723
